timestamp,price
1721952000000,65749.96361965332
1722038400000,67920.2964857025
1722124800000,68055.40838968738
1722211200000,68242.2474440493
1722297600000,66770.32091848266
1722384000000,66219.05102486102
1722470400000,64679.778647032515
1722556800000,65357.52960767435
1722643200000,61407.29547397454
1722729600000,60738.7449250574
1722816000000,58006.206586686734
1722902400000,53956.26184159744
1722988800000,55959.84107399357
1723075200000,55099.95181146735
1723161600000,61859.03159904161
1723248000000,60912.588533350805
1723334400000,60887.70861641504
1723420800000,58804.23449992608
1723507200000,59350.07433270696
1723593600000,60601.22317789727
1723680000000,58739.19382231015
1723766400000,57624.11692852191
1723852800000,58881.92579151217
1723939200000,59430.79163445865
1724025600000,58438.293742685404
1724112000000,59574.945812940874
1724198400000,59060.12610074137
1724284800000,61144.68762866613
1724371200000,60387.54062321362
1724457600000,64049.68561555576
1724544000000,64157.1606134782
1724630400000,64265.81631272862
1724716800000,62922.58634676265
1724803200000,59526.560879590994
1724889600000,59015.29633887944
1724976000000,59351.5794909728
1725062400000,59156.246036463555
1725148800000,58960.23658664587
1725235200000,57357.71617282246
1725321600000,59108.73235863689
1725408000000,57504.538586220435
1725494400000,57987.84601410068
1725580800000,56132.404732088595
1725667200000,53923.35611071905
1725753600000,54150.9383589072
1725840000000,54792.40755768575
1725926400000,57049.118751143265
1726012800000,57624.16178336144
1726099200000,57381.764445000474
1726185600000,58106.951229815284
1726272000000,60620.62747295754
1726358400000,60003.29940083042
1726444800000,59214.80226801806
1726531200000,58211.123231286256
1726617600000,60317.0319794625
1726704000000,61440.41208494509
1726790400000,62966.52931910512
1726876800000,63128.224540748255
1726963200000,63403.402349259355
1727049600000,63582.59956924825
1727136000000,63327.02654450202
1727222400000,64334.14274876097
1727308800000,63151.89959401337
1727395200000,65130.76884023231
1727481600000,65791.00212541742
1727568000000,65934.10709441357
1727654400000,65663.68986662335
1727740800000,63243.27532464382
1727827200000,60872.668543725544
1727913600000,60655.55979196848
1728000000000,60727.86395169296
1728086400000,62103.01047283253
1728172800000,62091.932585194016
1728259200000,62811.79972811266
1728345600000,62287.39010510681
1728432000000,62185.230423727575
1728518400000,60597.15045618275
1728604800000,60195.18073772453
1728691200000,62392.34048293159
1728777600000,63207.77062127557
1728864000000,62829.533686088886
1728950400000,66049.99492708022
1729036800000,66962.21994496793
1729123200000,67647.54414766871
1729209600000,67328.10527002988
1729296000000,68465.61920668735
1729382400000,68388.87128965274
1729468800000,68962.82918045693
1729555200000,67394.85775735618
1729641600000,67351.04793512498
1729728000000,66683.96806542306
1729814400000,68214.05205157402
1729900800000,66585.66535501445
1729987200000,67018.1650170265
1730073600000,67938.55412885673
1730160000000,69845.304531169
1730246400000,72781.11308158132
1730332800000,72342.62171127986
1730419200000,70264.99735573279
1730505600000,69507.92256395647
1730592000000,69299.16036699413
1730678400000,68803.50626277467
1730764800000,67793.29782704762
1730851200000,69335.42553133758
1730937600000,75620.88606963192
1731024000000,75987.24178320667
1731110400000,76550.0213845611
1731196800000,76630.22631415377
1731283200000,80466.71654833542
1731369600000,88637.42000322911
1731456000000,88264.59974582895
1731542400000,90488.10007497849
1731604491000,89035.78942194523
